RAJ2000,DEJ2000,pcS,paS,N
126.75024999999998,7.57936111111111,0.0,0.906,32
126.94479166666665,7.840499999999999,0.038,0.923,26
126.18437499999999,7.758472222222221,0.0,0.96,25
126.25729166666665,7.933833333333332,1.0,0.0,39
126.96162499999998,8.093944444444443,0.98,0.0,49
127.05133333333332,8.647333333333332,0.971,0.0,35
127.13683333333331,8.733777777777776,0.933,0.022,45
125.72320833333332,7.940333333333332,0.0,1.0,35
126.42066666666665,8.285333333333332,0.974,0.0,38
125.41224999999999,8.345805555555554,0.938,0.0,32
126.59687499999998,8.423777777777776,0.868,0.026,38
126.47329166666665,8.726305555555554,0.018,0.964,55
126.41441666666665,9.231833333333332,0.0,1.0,33
126.44979166666666,9.494638888888888,0.0,0.912,34
128.14154166666665,8.570416666666665,0.939,0.0,33
127.58191666666664,8.790305555555554,0.017,0.81,58
127.85895833333332,9.46511111111111,0.967,0.017,60
128.2817083333333,9.578888888888887,0.0,0.938,65
128.19008333333332,9.696694444444443,0.0,1.0,31
128.59212499999998,9.942555555555554,0.0,0.902,61
128.432,9.990416666666665,0.884,0.023,43
127.84774999999998,9.60775,0.0,1.0,19
127.67270833333332,9.579527777777777,0.923,0.0,26
126.98141666666665,9.525805555555554,0.0,0.895,38
128.4719583333333,10.315972222222221,1.0,0.0,34
125.62137499999999,8.968805555555555,0.029,0.857,70
125.58070833333332,9.091333333333331,0.0,0.935,62
124.82979166666665,8.98425,1.0,0.0,31
124.50487499999998,9.01697222222222,0.0,1.0,41
125.30358333333332,9.337416666666666,0.812,0.0,32
125.73137499999999,9.282611111111109,0.02,0.961,51
125.96462499999998,9.846583333333331,0.0,0.882,51
126.05670833333332,9.976694444444442,0.0,0.857,42
124.56387499999998,9.429416666666665,1.0,0.0,36
126.76608333333331,9.866749999999998,0.943,0.0,35
126.60495833333331,10.668805555555554,0.0,1.0,27
127.72920833333332,10.661416666666666,0.0,1.0,26
125.70399999999998,10.743166666666665,0.0,0.885,26
125.73549999999999,10.751416666666666,0.889,0.028,36
125.52162499999999,10.933777777777776,0.971,0.0,70
126.58033333333331,10.860999999999999,0.804,0.022,46
126.75099999999998,11.01786111111111,0.0,0.825,57
126.31424999999999,11.027999999999999,0.029,0.971,35
126.62545833333331,11.328416666666666,0.0,0.938,32
126.85258333333331,11.343888888888888,0.091,0.909,22
126.57474999999998,11.503194444444443,0.069,0.897,29
126.72062499999998,11.83872222222222,0.0,0.87,54
126.37124999999999,11.614027777777777,0.0,0.862,29
129.17254166666666,9.807749999999999,0.0,1.0,17
128.78904166666666,10.138333333333332,0.0,0.833,36
129.63074999999998,10.661138888888887,0.038,0.885,26
130.08862499999998,11.223277777777776,0.839,0.032,31
130.08841666666666,11.224194444444443,0.967,0.0,30
129.1163333333333,10.645055555555555,0.0,1.0,33
128.3885,10.58411111111111,0.0,0.929,28
128.36154166666665,10.592749999999999,0.029,0.912,34
128.37079166666666,10.988138888888887,0.02,0.9,50
128.50337499999998,11.120555555555555,0.821,0.0,28
128.76116666666664,11.254999999999999,0.0,0.98,51
130.62362499999998,11.064638888888888,0.0,0.875,24
130.83683333333332,11.248055555555554,0.885,0.0,26
131.4165833333333,11.414444444444444,0.0,0.937,63
130.97979166666664,11.770999999999999,0.965,0.018,57
130.64225,11.699305555555554,0.0,0.964,28
129.692625,12.284194444444443,0.0,0.848,33
130.01179166666665,12.183666666666666,0.032,0.871,31
129.97266666666664,12.246277777777776,0.0,0.867,30
128.35824999999997,11.263333333333332,0.977,0.023,43
128.12749999999997,11.452555555555554,0.0,0.826,23
128.2625,11.844083333333332,0.026,0.923,39
128.81383333333332,12.30986111111111,0.893,0.071,28
126.93441666666665,12.233861111111109,0.894,0.03,66
127.12670833333331,12.159277777777776,0.838,0.0,37
128.04937499999997,12.684527777777776,0.038,0.923,26
129.27920833333332,12.680833333333332,0.963,0.0,54
128.91695833333333,12.560055555555554,0.028,0.944,36
130.23779166666665,13.00411111111111,0.865,0.014,74
130.48558333333332,13.427444444444443,0.0,0.879,33
130.44845833333332,13.521361111111108,0.0,1.0,35
129.94754166666664,13.336499999999997,0.0,0.84,25
130.05641666666665,13.300111111111109,0.0,0.852,27
128.55529166666665,12.833555555555554,0.824,0.029,34
129.32991666666666,13.591999999999999,0.0,0.806,31
129.76754166666666,14.064777777777776,0.833,0.033,30
135.352375,10.200166666666664,0.943,0.038,53
135.47087499999998,10.25561111111111,0.017,0.9,60
134.937875,10.189083333333333,0.872,0.021,47
136.26333333333332,10.903138888888888,0.804,0.0,51
135.58795833333332,10.810388888888887,0.0,0.947,38
